"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/en/duesseldorf/office-cleaning","Englische Intent-Seite","Düsseldorf","passenden Service und nächsten Schritt wählen","office cleaning düsseldorf","Office cleaning in Düsseldorf with a clear schedule and scope","Office Cleaning Düsseldorf | Schedule & Quote | FLOXANT","Office cleaning in Düsseldorf for workspaces, kitchens, sanitary areas and meeting rooms. Send size, frequency, access and preferred cleaning times.","687","6","14","Request Office cleaning -> /en/contact?city=duesseldorf&service=bueroreinigung","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/duesseldorf/window-cleaning","Englische Intent-Seite","Düsseldorf","passenden Service und nächsten Schritt wählen","window cleaning düsseldorf","Window cleaning in Düsseldorf with glass area and access details","Window Cleaning Düsseldorf | Glass & Access | FLOXANT","Window cleaning in Düsseldorf for homes, offices and shops. Send window count, glass area, inside or outside, frames, floor, access and timing.","692","6","14","Request Window cleaning -> /en/contact?city=duesseldorf&service=gebaeudereinigung","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/quote-check","Englische Intent-Seite","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","quote scope check","Clarify twelve scope details before accepting a service quote","Quote Scope Check: 12 Details to Clarify | FLOXANT","Use the client-side FLOXANT Scope Check for a cleaning, moving or clearance quote in Germany. Mark open details and create clear follow-up questions.","224","0","0","Start the Scope Check -> Schaltfläche","ausreichend","schwach","schwach","","","","index, follow","P2","B","",""
"/en/regensburg/apartment-cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","apartment cleaning regensburg","Apartment cleaning in Regensburg before move-out or handover","Apartment Cleaning Regensburg | Move-Out & Handover","Apartment cleaning in Regensburg for move-out, handover, empty flats and deep cleaning. English request with photos and quote review.","634","6","11","Request Apartment cleaning -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/apartment-clearance","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","apartment clearance regensburg","Apartment clearance in Regensburg with disposal scope and quote review","Apartment Clearance Regensburg | Clearance, Disposal & Cleaning","Apartment clearance in Regensburg with photos, access, disposal scope and possible cleaning after clearance. English request and quote review.","647","6","13","Request Apartment clearance -> /buchung?region=regensburg&service=entruempelung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","cleaning service regensburg","Cleaning service in Regensburg for apartment, office and practice","Cleaning Service Regensburg | English Quote & WhatsApp","English cleaning service in Regensburg for apartment, office, practice and commercial spaces. Send photos, timing and an existing quote for review.","686","6","11","Request Cleaning service -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/cleaning-after-moving","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","cleaning after moving regensburg","Cleaning after moving in Regensburg for handover or next use","Cleaning After Moving Regensburg | Handover Cleaning","Cleaning after moving in Regensburg for apartment handover, empty flats and move-out cleaning. English request with photos and quote review.","649","6","13","Request Cleaning after moving -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/cleaning-quote-review","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","cleaning quote review regensburg","Cleaning quote review in Regensburg before you book","Cleaning Quote Review Regensburg | Compare Before Booking","Review a cleaning quote in Regensburg before booking. FLOXANT checks price, scope, timing, access, extra items and photos in English.","641","6","12","Review quote -> /angebot-pruefen","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/deep-cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","deep cleaning regensburg","Deep cleaning in Regensburg after move-out, renovation or heavy dirt","Deep Cleaning Regensburg | Apartment, Office & Move-Out","Deep cleaning in Regensburg after move-out, renovation or heavy dirt. Send photos, scope and timing for a realistic English assessment.","650","6","12","Request Deep cleaning -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/house-clearance","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","house clearance regensburg","House clearance in Regensburg with calm scope and quote review","House Clearance Regensburg | Apartment Clearance & Cleaning","House and apartment clearance in Regensburg with photos, access, disposal scope and cleaning after clearance. English request and quote review.","642","6","13","Request House clearance -> /buchung?region=regensburg&service=entruempelung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/move-out-cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","move-out cleaning regensburg","Move-out cleaning in Regensburg for apartment handover","Move-Out Cleaning Regensburg | Apartment Handover","Move-out cleaning in Regensburg for apartment handover, empty flats and key return. English WhatsApp request with photos and quote review.","636","6","11","Request Move-out cleaning -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/moving","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","moving service regensburg","Moving service in Regensburg with photos, access and quote review","Moving Service Regensburg | English Quote Review","Moving service in Regensburg for apartment moves, furniture, access checks and cleaning after moving. Send photos and review a quote in English.","646","6","13","Request Moving service -> /buchung?region=regensburg&service=umzug#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/moving-company","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","moving company regensburg","Moving company in Regensburg for clear scope before booking","Moving Company Regensburg | English Request & Estimate","Moving company in Regensburg: send volume, floor, access, photos and timing. FLOXANT checks the move and an existing quote in English.","644","6","13","Request Moving company -> /buchung?region=regensburg&service=umzug#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/moving-costs","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","moving costs regensburg","Moving costs in Regensburg: factors before a quote makes sense","Moving Costs Regensburg | Estimate Factors & Quote Review","Understand moving costs in Regensburg: volume, floor, access, parking, distance, dismantling, cleaning and quote review in English.","649","6","13","Request Moving costs -> /buchung?region=regensburg&service=umzug#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/moving-quote-review","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","moving quote review regensburg","Moving quote review in Regensburg before you book","Moving Quote Review Regensburg | Compare Before Booking","Review a moving quote in Regensburg before booking. FLOXANT checks volume, access, extras, cleaning, timing and price assumptions in English.","648","6","13","Review quote -> /angebot-pruefen","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/office-cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","office cleaning regensburg","Office cleaning in Regensburg with scope, timing and quote review","Office Cleaning Regensburg | English Request & Quote Review","Office cleaning in Regensburg for workplaces, kitchen, sanitary areas and after-hours access. Send photos and review an existing cleaning quote.","669","6","12","Request Office cleaning -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/regensburg/stairwell-cleaning","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","stairwell cleaning regensburg","Stairwell cleaning in Regensburg for entrance, hallway and property management","Stairwell Cleaning Regensburg | Entrance & Hallway","Stairwell cleaning in Regensburg for entrances, hallways and property management. English request with floors, access, photos and quote review.","637","6","12","Request Stairwell cleaning -> /buchung?region=regensburg&service=reinigung#buchungssystem","ausreichend","schwach","schwach","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","B","",""
"/en/service-finder","Englische Intent-Seite","Düsseldorf und Regensburg","passenden Service und nächsten Schritt wählen","service finder for düsseldorf & regensburg","Find the relevant FLOXANT service for your region and task","Service Finder for Düsseldorf & Regensburg | FLOXANT","Use the client-side service finder for cleaning in Düsseldorf or cleaning, moving and clearance in Regensburg, Germany, with clear next steps in English.","97","1","1","Send a request in English -> /en/contact","ausreichend","schwach","schwach","","","","index, follow","P2","B","",""
"/entruempelung","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","entrümpelung regensburg","Entrümpelung und Wohnungsauflösung in Regensburg und Bayern","Entrümpelung Regensburg | Wohnung, Keller & Entsorgung","Entrümpelung, Wohnungsauflösung und Entsorgung in Düsseldorf und Regensburg: Fotos, Volumen, Zugang, Material, Termin und Reinigung danach prüfen.","1756","11","19","Preisrahmen berechnen -> /rechner","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/entruempelung-bayern","Englische Intent-Seite","Bayern","passenden Service und nächsten Schritt wählen","entrümpelungsfirma bayern finden","Umzug Bayern","Entrümpelungsfirma Bayern finden | Fotos prüfen","Entrümpelungsfirma in Bayern finden: Forchheim, Regensburg, München oder Nürnberg mit Räumen, Fotos, Zugang und Termin prüfen. Entrümpelung, Fotos, Termin, Zugang, vorhandenes Angebot und Preisrahmen für Bayern...","2525","14","21","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","h1 identisch mit /bueroumzug-bayern, /umzug-bayern, /wohnungsaufloesung-bayern","index, follow","P2","A","",""
"/entruempelung-kosten-regensburg","Englische Intent-Seite","Regensburg","passenden Service und nächsten Schritt wählen","keller entrümpeln kosten regensburg","Entrümpelung Kosten in Regensburg","Keller entrümpeln Kosten Regensburg | FLOXANT prüft","Entrümpelung in Kosten Regensburg: FLOXANT prüft Volumen, Material, Zugang, Laufwege und Entsorgung. Fotos senden und Umfang klären. Kosten Regensburg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","310","4","5","Umzug & Transport Umzug mit nachvollziehbarer Einschätzung zu Aufwand, Strecke und Zusatzleistungen. Inventar und Volumen Zugang und Laufwege Montageleistungen Jetzt starten -> Schaltfläche","ausreichend","gut","ausreichend","","","","index, follow","P2","B","",""
"/entruempelung-landshut","Englische Intent-Seite","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","entrümpelung landshut mit reinigung danach","Entrümpelung in Landshut","Entrümpelung Landshut mit Reinigung danach","Entrümpelung Landshut anfragen: Räume, Menge, Zugang, Fotos, Termin, Zielzustand und Reinigung danach sachlich klären. Entrümpelung, Fotos, Termin, Zugang, vorhandenes Angebot und Preisrahmen für Landshut...","3108","14","28","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/entsorgung-duesseldorf","Englische Intent-Seite","Düsseldorf","passenden Service und nächsten Schritt wählen","entsorgung düsseldorf","Entsorgung Düsseldorf für Möbel, Sperrmüll und kleinere Räumungen","Entsorgung Düsseldorf – Möbel, Sperrmüll & Abholung | FLOXANT","Entsorgung in Düsseldorf für Möbel, Sperrmüll, Haushaltsgegenstände, Keller und kleinere Räumungen: Umfang, Zugang, Etage, Fotos, Termin und Budget senden.","1088","8","10","Entsorgung anfragen -> /buchung?service=entsorgung&region=duesseldorf&utm_source=entsorgung_duesseldorf#buchungssystem","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/entsorgung-kosten-rechner","Formular / Werkzeug","überregional oder nicht ortsgebunden","Angaben erfassen und Anfrage vorbereiten","entsorgungskosten berechnen","Was kostet Ihre Entsorgung?","Entsorgungskosten berechnen | FLOXANT","Berechnen Sie sofort Ihre Entsorgungskosten... Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","171","2","0","Umzug & Transport Umzug mit nachvollziehbarer Einschätzung zu Aufwand, Strecke und Zusatzleistungen. Inventar und Volumen Zugang und Laufwege Montageleistungen Rechner starten -> Schaltfläche","ausreichend","gut","schwach","","","","index, follow","P2","B","",""
"/erinnerungskapsel","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","erinnerungskapsel","Erinnerungskapsel","Erinnerungskapsel – Momente bewahren beim Umzug","Die FLOXANT Erinnerungskapsel bewahrt einen Moment Ihres alten Zuhauses. Fotos, Notizen und persönliche Gegenstände in einer versiegelten Kapsel.","228","1","6","Jetzt anfragen -> /rechner","ausreichend","ausreichend","schwach","[object Object]","","","index, follow","P2","B","",""
"/express-anfrage","Hub / Information","Regensburg","passenden Service und nächsten Schritt wählen","express-check regensburg","Express-Anfrage & Notfall-Service in Regensburg & Bayern","Express-Check Regensburg | schnelle Anfrage starten","Wenig Zeit? Mit wenigen Eckdaten Machbarkeit für Umzug, Reinigung, Entrümpelung, Leerfahrt oder Transport prüfen lassen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","209","7","6","Express-Anfrage starten -> /rechner","gut","ausreichend","ausreichend","","","","index, follow","P2","B","",""
"/express-umzug","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","express-umzug","Express-Umzug, wenn der Termin knapp ist und trotzdem sauber geplant werden muss","Express-Umzug | Dringend, aber sauber prüfen","Express-Umzug bei knapper Deadline: Start, Ziel, Volumen, Fotos, Etage, Termin und Plan-B-Bedarf senden. FLOXANT prüft Machbarkeit ohne Sofortgarantie.","1101","7","14","Express-Umzug prüfen -> /buchung?service=umzug&urgency=express#buchungssystem","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/fairpreis-check","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","fairpreis-check","FLOXANT Fairpreis-Check für Angebote, die günstig, teuer oder unklar wirken","Fairpreis-Check | Angebot sachlich prüfen lassen","FLOXANT Fairpreis-Check für Umzug, Reinigung, Entrümpelung oder Gewerbereinigung: Angebot, Fotos, Umfang, Termin und Zusatzkosten prüfen lassen.","1208","7","11","Fairpreis prüfen lassen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/familienumzug-bayern","Lokale Service-Seite","Bayern","Leistung verstehen und anfragen","familienumzug bayern","Familienumzug in Bayern","Familienumzug Bayern | FLOXANT","Stressfreier Familienumzug in Bayern. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","2514","14","18","Budget nennen -> /anfrage-mit-preisrahmen","schwach","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","B","",""
"/fernumzug-muenchen","Lokale Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","fernumzug münchen","Fernumzug München: Strecke, Volumen und Termin sauber anfragen","Fernumzug München | Strecke & Angebot anfragen","Fernumzug München: Start, Ziel, Ladevolumen, Etage, Haltezone, Termin und Fotos senden. FLOXANT prüft Strecke und Zusatzleistungen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","405","4","9","Fernumzug anfragen -> /kontakt?location=unsicher&service=fernumzug&city=muenchen&intent=fernumzug-muenchen&source=seo","gut","ausreichend","ausreichend","","","","index, follow","P1","B","",""
"/firmenentsorgung","Service-Seite","Regensburg","Leistung verstehen und anfragen","firmenentsorgung regensburg","Firmenentsorgung für Büros, Unternehmen und Gewerbeflächen","Firmenentsorgung Regensburg | Büro & Gewerbe","Büromöbel, Inventar, Aktenreste oder Restmengen entsorgen lassen. FLOXANT prüft Menge, Zugang und Abholung für Firmen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","389","5","5","Entrümpelung vergleichen -> /entruempelung","gut","ausreichend","ausreichend","","","","index, follow","P1","B","",""
"/first-48h","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","first 48h package","First 48h Package","First 48h Package – Die ersten zwei Tage sorgenfrei","Das First 48h Package von FLOXANT versorgt Sie in den ersten zwei Tagen nach dem Umzug mit allem Nötigen. Kein Kartonsuchen, kein Stress.","231","1","6","Jetzt anfragen -> /rechner","ausreichend","ausreichend","schwach","[object Object]","","","index, follow","P2","B","",""
"/floxant-fakten","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","floxant fakten","FLOXANT Fakten für Umzug, Reinigung und Entrümpelung","FLOXANT Fakten | Leistungen, Region & Preislogik","Kompakte Fakten zu FLOXANT: Umzug, Reinigung, Entrümpelung, Düsseldorf, Regensburg, Preisrahmen, Grenzen und kanonische Startpunkte. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","400","5","7","Reinigung Reinigung nach Objektart, Fläche, Zustand, Möblierung und Terminlage. Zur Seite -> /reinigung","ausreichend","gut","ausreichend","","","","index, follow","P2","B","",""
"/gewerbereinigung","Service-Seite","Regensburg","Leistung verstehen und anfragen","gewerbereinigung","Gewerbliche Reinigung in Regensburg für Hotel, Praxis, Kanzlei und Büro","Gewerbereinigung | Büro, Praxis & Objekt anfragen","Gewerbereinigung für Büro, Praxis, Kanzlei, Hotel und Objekt: Fläche, Turnus, Zeitfenster, Zugang und Fotos übersichtlich senden. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","1007","6","12","Kostenlos anfragen -> /buchung?service=gewerbereinigung&region=regensburg#buchungssystem","ausreichend","ausreichend","gut","","","","index, follow","P1","A","",""
"/human-api","Hub / Information","Regensburg","passenden Service und nächsten Schritt wählen","vor-ort-prüfung regensburg","Wenn niemand von Ihnen hinfahren kann, fährt FLOXANT.","Vor-Ort-Prüfung Regensburg | Fotos, Kontrolle, Rückmeldung","FLOXANT fährt hin, prüft den Zustand, macht Fotos nach Absprache und meldet zurück. Für Firmen, Verwaltungen und Teams ohne Person vor Ort.","658","4","8","Anfrage starten -> /buchung?utm_source=human-api&utm_medium=premium_landingpage&service=human-api#buchungssystem","gut","ausreichend","gut","[object Object] | [object Object]","","","index, follow","P2","A","",""
"/immobilie-verkaufsbereit-machen","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","immobilie verkaufsbereit machen","Immobilie verkaufsbereit machen vor Besichtigung oder Verkauf","Immobilie verkaufsbereit machen | FLOXANT","Objekt vor Verkauf, Besichtigung oder Expose vorbereiten: Räumung, Entsorgung, Reinigung, Fotos und Übergabeakte nach Absprache. Objektstatus, Fotos, Besichtigungstermin und gewünschte Leistungen direkt senden.","1411","13","14","Makler-/Eigentuemer-Fall senden -> /makler-vermieter-link","ausreichend","gut","gut","","","","index, follow","P2","A","",""
"/impressum","Recht / Pflichtinformation","überregional oder nicht ortsgebunden","Pflichtangaben nachlesen","impressum","Impressum","Impressum – FLOXANT","Rechtliche Informationen und Impressum von Floxant. Ihr Partner für Umzug, Reinigung & Entrümpelung in Regensburg. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","58","0","0","","schwach","schwach","schwach","","","","index, follow","P2","B","",""
"/keller-muellraum-rettung-regensburg","Lokale Service-Seite","Regensburg","Leistung verstehen und anfragen","keller- & müllraum-rettung regensburg","Keller- und Muellraum-Rettung fuer Hausverwaltungen in Regensburg","Keller- & Müllraum-Rettung Regensburg | FLOXANT","Keller, Müllraum, Garage oder Nebenflaeche blockiert? Fotos, Freigabe, Zugang und Umfang senden; FLOXANT prüft Räumung, Entsorgung und Reinigung.","1066","11","9","Keller oder Kellerabteil Restgegenstaende, Regale, Kartons oder Sperrmuell mit Zugang und Freigabe pruefen. Raeumung + Fotoeinschaetzung -> Schaltfläche","gut","gut","gut","","","","index, follow","P1","A","",""
"/kellerentruempelung","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","kellerentrümpelung","Kellerentrümpelung, wenn Menge, Laufweg und Entsorgung zuerst klar werden müssen","Kellerentrümpelung | Fotos, Zugang & Menge prüfen","Kellerentrümpelung für Keller, Abstellraum und Nebenfläche: Fotos, Menge, Etage, Laufweg, Entsorgung und Reinigung danach prüfen lassen.","1120","7","15","Keller prüfen lassen -> /buchung?service=entsorgung&addon=kellerentruempelung#buchungssystem","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/kinder-umzugsbox","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","kinder-umzugsbox","Kinder-Umzugsbox","Kinder-Umzugsbox – Umzug kindgerecht begleiten","Die FLOXANT Kinder-Umzugsbox macht den Umzug für Kinder zum Abenteuer. Beschäftigungsmaterial, Erklärbuch und persönliche Überraschung.","226","1","6","Jetzt anfragen -> /rechner","ausreichend","ausreichend","schwach","[object Object]","","","index, follow","P1","B","",""
"/klaviertransport","Service-Seite","Regensburg","Leistung verstehen und anfragen","klaviertransport bayern","Klaviertransport anfragen - Instrument, Treppe und Zugang beschreiben in Bayern","Klaviertransport Bayern | München, Nürnberg & Regensburg","Klaviertransport in Regensburg prüfen: Düsseldorf, Regensburg und Umgebung oder Bayreuth nach Route, Etage, Treppenhaus, Fotos und Termin.","2608","14","19","Klaviertransport anfragen -> /kontakt?location=unsicher&service=klaviertransport&city=bayern&intent=klaviertransport-bayern&source=seo","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/klaviertransport-regensburg","Lokale Service-Seite","Regensburg","Leistung verstehen und anfragen","klaviertransport regensburg mit etage und zugang klären","Klaviertransport in Regensburg anfragen - Etage, Zugang und Termin klären.","Klaviertransport Regensburg mit Etage und Zugang klären","Klaviertransport Regensburg vorbereiten: Instrument, Etage, Aufzug, Treppenhaus, Strecke, Haltemoeglichkeit, Fotos und Termin klären. Klaviertransport, Fotos, Termin, Zugang, vorhandenes Angebot und Preisrahmen für...","1611","12","12","Klaviertransport anfragen -> /kontakt?service=klaviertransport&city=regensburg&intent=klaviertransport-regensburg&priority=p0&source=seo#direktanfrage","gut","gut","gut","[object Object] | [object Object] | [object Object]","","","index, follow","P0","A","",""
"/kleinmengen-entsorgung","Service-Seite","Regensburg","Leistung verstehen und anfragen","container alternative","Kleinmengen-Entsorgung in Regensburg & Bayern","Container Alternative | Kleinmengen & Grünschnitt prüfen","Kleinmengen, Möbel, Küche, Restmengen oder Grünschnitt nach Fotos prüfen: Ort, Material, Zugang, Menge und Entsorgungsweg klären. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","290","9","6","Abholung prüfen lassen -> /kontakt?service=kleinmengen-entsorgung&intent=abholung-pruefen","gut","schwach","ausreichend","","","","index, follow","P1","B","",""
"/kleintransport-regensburg","Lokale Service-Seite","Regensburg","Leistung verstehen und anfragen","transport regensburg ? möbel, kleintransport & rückfahrt","Transport Regensburg für Möbel, Kleintransport und Rückfahrt","Transport Regensburg ? Möbel, Kleintransport & Rückfahrt","Transport in Regensburg für Möbel und Einzelstücke. Route, Zugang, Fotos und Leerfahrt/Rückfahrt nach Verfügbarkeit prüfen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","3049","14","30","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/kleintransporte","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","kleintransport anfragen","Umzug in Bayern","Kleintransport anfragen: Strecke, Maße und Zugang klären","Start, Ziel, Maße, Gewicht, Etage, Aufzug und Termin für einen Kleintransport senden. FLOXANT prüft Umfang und Machbarkeit vor einer Zusage.","2465","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","h1 identisch mit /24h-umzug-bayern","index, follow","P1","A","",""
