aggregateType,sourceFile,sourceRow,query,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,suggestedPrimaryRoute,relationStatus,relationBasis,recommendedAction
QUERY,Suchanfragen.csv,373,reinigungsfirmen,0,3,0,2.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,374,unternehmen düsseldorf,0,3,0,2.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,375,sonderreinigung,0,3,0,2.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,376,endreinigung,0,3,0,3.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,377,gebäudereinigungsfirmen,0,3,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,378,einmalige wohnungsreinigung,0,3,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,379,firma,0,3,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,380,büro reinigung,0,3,0,8,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,381,cleaner duesseldorf,0,3,0,8.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,382,b2b büroreinigung,0,3,0,8.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,383,gebäudereinigungsunternehmen,0,3,0,8.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,384,praxis putzen,0,3,0,8.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,385,check übergabe,0,3,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,386,reinigung gebäude,0,3,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,387,airbnb reinigungsservice,0,3,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,388,reinigungsfirma freilassung,0,3,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,389,sonderreinigung düsseldorf,0,3,0,13.33,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,390,entrümpelungsdienst düsseldorf,0,3,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,391,umzug erding angebot,0,3,0,15,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,392,hygienereinigung düsseldorf,0,3,0,16,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,393,reinigungsfirma in düsseldorf,0,3,0,16.67,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,394,umzug erding festpreis,0,3,0,17.33,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,moving-calculator-intent,moving,,/umzug-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,395,marketingagentur angebot prüfen,0,3,0,19,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,396,betriebsauflösung düsseldorf,0,3,0,19.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,397,umzug mit möbelaufbau regensburg,0,3,0,20,P1,NEW_OR_LOW_DATA,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,398,putzfirma,0,3,0,20.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,399,solarreinigung düsseldorf,0,3,0,22,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,400,reinigung verwaltung,0,3,0,22.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,401,kontaktweg,0,3,0,28.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,402,putzfrau düsseldorf einmalig,0,3,0,30.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,403,büroreinigung in der nähe,0,3,0,32,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,404,reinigungs kommando,0,3,0,32.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,405,reinigung gewerbeflächen düsseldorf,0,3,0,33,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,406,düsseldorf treppenhausreinigung,0,3,0,34.33,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,407,büro reinigen gebäudereinigung düsseldorf,0,3,0,36.33,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,408,express reinigung regensburg,0,3,0,39.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,409,büro reinigungsfirma düsseldorf,0,3,0,43,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,410,haushaltsreinigung düsseldorf,0,3,0,47,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,411,tiefgaragenreinigung düsseldorf,0,3,0,48,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,412,reinigung ergolding,0,3,0,52.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,413,büroreinigung reinigungsfirma düsseldorf,0,3,0,56.33,P1,NEW_OR_LOW_DATA,duesseldorf-office-cleaning,bueroreinigung,duesseldorf,/duesseldorf/bueroreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,414,modulreinigung,0,3,0,63.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,415,kaugummientfernung düsseldorf,0,3,0,65,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,416,entrümpelung landshut,0,3,0,66.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,417,büroreinigung 40231 düsseldorf,0,3,0,67.67,P1,NEW_OR_LOW_DATA,duesseldorf-office-cleaning,bueroreinigung,duesseldorf,/duesseldorf/bueroreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,418,fensterreinigung regensburg,0,3,0,69,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,419,angebot für reinigung,0,3,0,70,P2,NEW_OR_LOW_DATA,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,420,desinfektion regensburg,0,3,0,75,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,421,haushaltsauflösung landshut,0,3,0,77.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,422,entrümpelung amberg,0,3,0,85,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,423,reinigung wohnung nach todesfall,0,3,0,89,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,424,wohnungsauflösung todesfall kosten,0,3,0,95.33,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,disposal-calculator-intent,disposal,,/entsorgung-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,425,todesfall wohnungsauflösung,0,3,0,96.67,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,426,wer zahlt wohnungsauflösung bei tod,0,3,0,98.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,427,kosten wohnungsauflösung nach tod,0,3,0,99,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,disposal-calculator-intent,disposal,,/entsorgung-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,428,individuell gestaltetes reinigungsangebot,0,2,0,1,P2,NEW_OR_LOW_DATA,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,429,individuelle reinigungsdienste,0,2,0,1,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,430,klaviertransport in der nähe,0,2,0,1,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,431,möbel montage,0,2,0,1,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,432,reinigungskraft in düsseldorf,0,2,0,1,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,433,umzug transport,0,2,0,1,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,434,lager regensburg,0,2,0,1.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,435,reinigungsservice mit treppenhausreinigung,0,2,0,1.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,436,umzug firma,0,2,0,1.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,437,cleaning,0,2,0,2.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,438,reinigungsfirma für privathaushalte in der nähe,0,2,0,2.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,439,fenster reinigung,0,2,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,440,klavierentsorgung coburg,0,2,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,441,bau-endreinigung,0,2,0,4.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,442,google maps regensburg,0,2,0,4.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,443,klavier transport,0,2,0,5.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,444,möbeltransport,0,2,0,5.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,445,ab 24 service düsseldorf,0,2,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,446,professionelle putzfirma,0,2,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,447,deep cleaning,0,2,0,6.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,448,gewerbeflächenreinigung,0,2,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,449,professionelle büroreinigung düsseldorf,0,2,0,7,P1,NEW_OR_LOW_DATA,duesseldorf-office-cleaning,bueroreinigung,duesseldorf,/duesseldorf/bueroreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,450,fensterputzer service,0,2,0,7.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,451,gästewechsel,0,2,0,8,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,452,windiws,0,2,0,8,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
